,jurisdicción,región,año,mes,focosCalor,hectareas,incendiosReportados
1555,Jujuy,NOA,2022,8,228,0,378
1556,Jujuy,NOA,2022,9,851,0,378
1557,Jujuy,NOA,2022,10,136,0,378
1558,Jujuy,NOA,2022,11,1637,0,378
1559,Jujuy,NOA,2022,12,190,0,378
1560,La Pampa,Pampeana,2022,1,304,0,66
1561,La Pampa,Pampeana,2022,2,171,0,66
1562,La Pampa,Pampeana,2022,3,189,0,66
1563,La Pampa,Pampeana,2022,4,225,0,66
1564,La Pampa,Pampeana,2022,5,118,0,66
1565,La Pampa,Pampeana,2022,6,124,0,66
1566,La Pampa,Pampeana,2022,7,113,0,66
1567,La Pampa,Pampeana,2022,8,1266,0,66
1568,La Pampa,Pampeana,2022,9,1064,0,66
1569,La Pampa,Pampeana,2022,10,169,0,66
1570,La Pampa,Pampeana,2022,11,463,0,66
1571,La Pampa,Pampeana,2022,12,1034,0,66
1572,La Rioja,Centro,2022,1,119,0,68
1573,La Rioja,Centro,2022,2,17,0,68
1574,La Rioja,Centro,2022,3,33,0,68
1575,La Rioja,Centro,2022,4,75,0,68
1576,La Rioja,Centro,2022,5,26,0,68
1577,La Rioja,Centro,2022,6,49,0,68
1578,La Rioja,Centro,2022,7,64,0,68
1579,La Rioja,Centro,2022,8,118,0,68
1580,La Rioja,Centro,2022,9,724,0,68
1581,La Rioja,Centro,2022,10,402,0,68
1582,La Rioja,Centro,2022,11,929,0,68
1583,La Rioja,Centro,2022,12,52,0,68
1584,Mendoza,Pampeana,2022,1,93,0,153
1585,Mendoza,Pampeana,2022,2,41,0,153
1586,Mendoza,Pampeana,2022,3,70,0,153
1587,Mendoza,Pampeana,2022,4,103,0,153
1588,Mendoza,Pampeana,2022,5,151,0,153
1589,Mendoza,Pampeana,2022,6,148,0,153
1590,Mendoza,Pampeana,2022,7,240,0,153
1591,Mendoza,Pampeana,2022,8,583,0,153
1592,Mendoza,Pampeana,2022,9,593,0,153
1593,Mendoza,Pampeana,2022,10,299,0,153
1594,Mendoza,Pampeana,2022,11,192,0,153
1595,Mendoza,Pampeana,2022,12,90,0,153
1596,Misiones,NEA,2022,1,706,0,47
1597,Misiones,NEA,2022,2,951,0,47
1598,Misiones,NEA,2022,3,228,0,47
1599,Misiones,NEA,2022,4,205,0,47
1600,Misiones,NEA,2022,5,205,0,47
1601,Misiones,NEA,2022,6,86,0,47
1602,Misiones,NEA,2022,7,729,0,47
1603,Misiones,NEA,2022,8,1054,0,47
1604,Misiones,NEA,2022,9,506,0,47
1605,Misiones,NEA,2022,10,251,0,47
1606,Misiones,NEA,2022,11,386,0,47
1607,Misiones,NEA,2022,12,167,0,47
1608,Neuquén,Pampeana,2022,1,538,0,12
1609,Neuquén,Pampeana,2022,2,511,0,12
1610,Neuquén,Pampeana,2022,3,711,0,12
1611,Neuquén,Pampeana,2022,4,565,0,12
1612,Neuquén,Pampeana,2022,5,532,0,12
1613,Neuquén,Pampeana,2022,6,266,0,12
1614,Neuquén,Pampeana,2022,7,316,0,12
1615,Neuquén,Pampeana,2022,8,424,0,12
1616,Neuquén,Pampeana,2022,9,480,0,12
1617,Neuquén,Pampeana,2022,10,375,0,12
1618,Neuquén,Pampeana,2022,11,447,0,12
1619,Neuquén,Pampeana,2022,12,552,0,12
1620,Río Negro,Pampeana,2022,1,531,0,54
1621,Río Negro,Pampeana,2022,2,152,0,54
1622,Río Negro,Pampeana,2022,3,64,0,54
1623,Río Negro,Pampeana,2022,4,46,0,54
1624,Río Negro,Pampeana,2022,5,83,0,54
1625,Río Negro,Pampeana,2022,6,94,0,54
1626,Río Negro,Pampeana,2022,7,102,0,54
1627,Río Negro,Pampeana,2022,8,291,0,54
1628,Río Negro,Pampeana,2022,9,360,0,54
1629,Río Negro,Pampeana,2022,10,150,0,54
1630,Río Negro,Pampeana,2022,11,70,0,54
1631,Río Negro,Pampeana,2022,12,395,0,54
1632,Salta,NOA,2022,1,884,0,222
1633,Salta,NOA,2022,2,53,0,222
1634,Salta,NOA,2022,3,46,0,222
1635,Salta,NOA,2022,4,38,0,222
1636,Salta,NOA,2022,5,128,0,222
1637,Salta,NOA,2022,6,227,0,222
1638,Salta,NOA,2022,7,476,0,222
1639,Salta,NOA,2022,8,1569,0,222
1640,Salta,NOA,2022,9,6107,0,222
1641,Salta,NOA,2022,10,6238,0,222
1642,Salta,NOA,2022,11,21958,0,222
1643,Salta,NOA,2022,12,1564,0,222
1644,San Juan,Centro,2022,1,55,0,58
1645,San Juan,Centro,2022,2,11,0,58
1646,San Juan,Centro,2022,3,31,0,58
1647,San Juan,Centro,2022,4,84,0,58
1648,San Juan,Centro,2022,5,48,0,58
1649,San Juan,Centro,2022,6,51,0,58
1650,San Juan,Centro,2022,7,152,0,58
1651,San Juan,Centro,2022,8,151,0,58
1652,San Juan,Centro,2022,9,568,0,58
1653,San Juan,Centro,2022,10,206,0,58
1654,San Juan,Centro,2022,11,102,0,58
1655,San Juan,Centro,2022,12,59,0,58
1656,San Luis,Centro,2022,1,761,0,309
1657,San Luis,Centro,2022,2,63,0,309
1658,San Luis,Centro,2022,3,44,0,309
1659,San Luis,Centro,2022,4,78,0,309
1660,San Luis,Centro,2022,5,66,0,309
1661,San Luis,Centro,2022,6,43,0,309
1662,San Luis,Centro,2022,7,188,0,309
1663,San Luis,Centro,2022,8,229,0,309
1664,San Luis,Centro,2022,9,1272,0,309
1665,San Luis,Centro,2022,10,747,0,309
1666,San Luis,Centro,2022,11,206,0,309
1667,San Luis,Centro,2022,12,1126,0,309
1668,Santa Cruz,Pampeana,2022,1,19,0,4
1669,Santa Cruz,Pampeana,2022,2,11,0,4
1670,Santa Cruz,Pampeana,2022,3,82,0,4
1671,Santa Cruz,Pampeana,2022,4,24,0,4
1672,Santa Cruz,Pampeana,2022,5,11,0,4
1673,Santa Cruz,Pampeana,2022,6,17,0,4
1674,Santa Cruz,Pampeana,2022,7,11,0,4
1675,Santa Cruz,Pampeana,2022,8,5,0,4
1676,Santa Cruz,Pampeana,2022,9,14,0,4
1677,Santa Cruz,Pampeana,2022,10,19,0,4
1678,Santa Cruz,Pampeana,2022,11,54,0,4
1679,Santa Cruz,Pampeana,2022,12,98,0,4
1680,Santa Fe,,2022,1,6052,0,75
1681,Santa Fe,,2022,2,4078,0,75
1682,Santa Fe,,2022,3,690,0,75
1683,Santa Fe,,2022,4,632,0,75
1684,Santa Fe,,2022,5,883,0,75
1685,Santa Fe,,2022,6,1588,0,75
1686,Santa Fe,,2022,7,2975,0,75
1687,Santa Fe,,2022,8,6181,0,75
1688,Santa Fe,,2022,9,7132,0,75
1689,Santa Fe,,2022,10,3324,0,75
1690,Santa Fe,,2022,11,2857,0,75
1691,Santa Fe,,2022,12,1772,0,75
1692,Santiago del Estero,,2022,1,847,0,14
1693,Santiago del Estero,,2022,2,339,0,14
1694,Santiago del Estero,,2022,3,167,0,14
1695,Santiago del Estero,,2022,4,273,0,14
1696,Santiago del Estero,,2022,5,503,0,14
1697,Santiago del Estero,,2022,6,649,0,14
1698,Santiago del Estero,,2022,7,1537,0,14
1699,Santiago del Estero,,2022,8,4136,0,14
1700,Santiago del Estero,,2022,9,4477,0,14
1701,Santiago del Estero,,2022,10,3689,0,14
1702,Santiago del Estero,,2022,11,2151,0,14
1703,Santiago del Estero,,2022,12,813,0,14
1704,Tierra del Fuego,,2022,1,2,0,6
1705,Tierra del Fuego,,2022,2,5,0,6
1706,Tierra del Fuego,,2022,3,0,0,6
1707,Tierra del Fuego,,2022,4,6,0,6
1708,Tierra del Fuego,,2022,5,4,0,6
1709,Tierra del Fuego,,2022,6,1,0,6
1710,Tierra del Fuego,,2022,7,7,0,6
1711,Tierra del Fuego,,2022,8,1,0,6
1712,Tierra del Fuego,,2022,9,4,0,6
1713,Tierra del Fuego,,2022,10,0,0,6
1714,Tierra del Fuego,,2022,11,2,0,6
1715,Tierra del Fuego,,2022,12,1436,0,6
1716,Tucumán,NOA,2022,1,39,0,376
1717,Tucumán,NOA,2022,2,21,0,376
1718,Tucumán,NOA,2022,3,17,0,376
1719,Tucumán,NOA,2022,4,32,0,376
1720,Tucumán,NOA,2022,5,71,0,376
1721,Tucumán,NOA,2022,6,302,0,376
1722,Tucumán,NOA,2022,7,764,0,376
1723,Tucumán,NOA,2022,8,1815,0,376
1724,Tucumán,NOA,2022,9,1364,0,376
1725,Tucumán,NOA,2022,10,524,0,376
1726,Tucumán,NOA,2022,11,551,0,376
1727,Tucumán,NOA,2022,12,105,0,376
1728,Buenos Aires,Pampeana,2023,1,1779,0,37
1729,Buenos Aires,Pampeana,2023,2,1327,0,37
1730,Buenos Aires,Pampeana,2023,3,1186,0,37
1731,Buenos Aires,Pampeana,2023,4,720,0,37
1732,Buenos Aires,Pampeana,2023,5,614,0,37
1733,Buenos Aires,Pampeana,2023,6,528,0,37
1734,Buenos Aires,Pampeana,2023,7,421,0,37
1735,Buenos Aires,Pampeana,2023,8,1250,0,37
1736,Buenos Aires,Pampeana,2023,9,755,0,37
1737,Buenos Aires,Pampeana,2023,10,962,0,37
1738,Buenos Aires,Pampeana,2023,11,668,0,37
1739,Buenos Aires,Pampeana,2023,12,360,0,37
1740,Catamarca,NOA,2023,1,51,0,290
1741,Catamarca,NOA,2023,2,46,0,290
1742,Catamarca,NOA,2023,3,12,0,290
1743,Catamarca,NOA,2023,4,23,0,290
1744,Catamarca,NOA,2023,5,23,0,290
1745,Catamarca,NOA,2023,6,44,0,290
1746,Catamarca,NOA,2023,7,37,0,290
1747,Catamarca,NOA,2023,8,101,0,290
1748,Catamarca,NOA,2023,9,59,0,290
1749,Catamarca,NOA,2023,10,236,0,290
1750,Catamarca,NOA,2023,11,94,0,290
1751,Catamarca,NOA,2023,12,78,0,290
1752,Chaco,Norte,2023,1,1187,0,6
1753,Chaco,Norte,2023,2,700,0,6
1754,Chaco,Norte,2023,3,680,0,6
1755,Chaco,Norte,2023,4,362,0,6
1756,Chaco,Norte,2023,5,379,0,6
1757,Chaco,Norte,2023,6,513,0,6
1758,Chaco,Norte,2023,7,1330,0,6
1759,Chaco,Norte,2023,8,4497,0,6
1760,Chaco,Norte,2023,9,2608,0,6
1761,Chaco,Norte,2023,10,2444,0,6
1762,Chaco,Norte,2023,11,831,0,6
1763,Chaco,Norte,2023,12,312,0,6
1764,Chubut,Pampeana,2023,1,51,0,87
1765,Chubut,Pampeana,2023,2,469,0,87
1766,Chubut,Pampeana,2023,3,15,0,87
1767,Chubut,Pampeana,2023,4,5,0,87
1768,Chubut,Pampeana,2023,5,8,0,87
1769,Chubut,Pampeana,2023,6,1,0,87
1770,Chubut,Pampeana,2023,7,5,0,87
1771,Chubut,Pampeana,2023,8,25,0,87
1772,Chubut,Pampeana,2023,9,12,0,87
1773,Chubut,Pampeana,2023,10,31,0,87
1774,Chubut,Pampeana,2023,11,7,0,87
1775,Chubut,Pampeana,2023,12,73,0,87
1776,CABA,Pampeana,2023,1,4,0,1
1777,CABA,Pampeana,2023,2,0,0,1
1778,CABA,Pampeana,2023,3,0,0,1
1779,CABA,Pampeana,2023,4,0,0,1
1780,CABA,Pampeana,2023,5,0,0,1
1781,CABA,Pampeana,2023,6,0,0,1
1782,CABA,Pampeana,2023,7,0,0,1
1783,CABA,Pampeana,2023,8,0,0,1
1784,CABA,Pampeana,2023,9,0,0,1
1785,CABA,Pampeana,2023,10,0,0,1
1786,CABA,Pampeana,2023,11,0,0,1
1787,CABA,Pampeana,2023,12,2,0,1
1788,Corrientes,NEA,2023,1,3105,0,89
1789,Corrientes,NEA,2023,2,8471,0,89
1790,Corrientes,NEA,2023,3,2548,0,89
1791,Corrientes,NEA,2023,4,1842,0,89
1792,Corrientes,NEA,2023,5,1356,0,89
1793,Corrientes,NEA,2023,6,815,0,89
1794,Corrientes,NEA,2023,7,1300,0,89
1795,Corrientes,NEA,2023,8,3586,0,89
1796,Corrientes,NEA,2023,9,435,0,89
1797,Corrientes,NEA,2023,10,393,0,89
1798,Corrientes,NEA,2023,11,33,0,89
1799,Corrientes,NEA,2023,12,44,0,89
1800,Córdoba,Centro,2023,1,106,0,140
1801,Córdoba,Centro,2023,2,85,0,140
1802,Córdoba,Centro,2023,3,79,0,140
1803,Córdoba,Centro,2023,4,113,0,140
1804,Córdoba,Centro,2023,5,139,0,140
1805,Córdoba,Centro,2023,6,64,0,140
1806,Córdoba,Centro,2023,7,172,0,140
1807,Córdoba,Centro,2023,8,524,0,140
1808,Córdoba,Centro,2023,9,299,0,140
1809,Córdoba,Centro,2023,10,764,0,140
1810,Córdoba,Centro,2023,11,264,0,140
1811,Córdoba,Centro,2023,12,46,0,140
1812,Entre Ríos,NEA,2023,1,2589,0,62
1813,Entre Ríos,NEA,2023,2,2281,0,62
1814,Entre Ríos,NEA,2023,3,2676,0,62
1815,Entre Ríos,NEA,2023,4,352,0,62
1816,Entre Ríos,NEA,2023,5,450,0,62
1817,Entre Ríos,NEA,2023,6,246,0,62
1818,Entre Ríos,NEA,2023,7,186,0,62
1819,Entre Ríos,NEA,2023,8,877,0,62
1820,Entre Ríos,NEA,2023,9,558,0,62
1821,Entre Ríos,NEA,2023,10,376,0,62
1822,Entre Ríos,NEA,2023,11,67,0,62
1823,Entre Ríos,NEA,2023,12,73,0,62
1824,Formosa,Norte,2023,1,2004,0,17
1825,Formosa,Norte,2023,2,817,0,17
1826,Formosa,Norte,2023,3,356,0,17
1827,Formosa,Norte,2023,4,253,0,17
1828,Formosa,Norte,2023,5,131,0,17
1829,Formosa,Norte,2023,6,189,0,17
1830,Formosa,Norte,2023,7,918,0,17
1831,Formosa,Norte,2023,8,5028,0,17
1832,Formosa,Norte,2023,9,9169,0,17
1833,Formosa,Norte,2023,10,5335,0,17
1834,Formosa,Norte,2023,11,3242,0,17
1835,Formosa,Norte,2023,12,306,0,17
1836,Jujuy,NOA,2023,1,46,0,319
1837,Jujuy,NOA,2023,2,20,0,319
1838,Jujuy,NOA,2023,3,22,0,319
1839,Jujuy,NOA,2023,4,34,0,319
1840,Jujuy,NOA,2023,5,12,0,319
1841,Jujuy,NOA,2023,6,76,0,319
1842,Jujuy,NOA,2023,7,122,0,319
1843,Jujuy,NOA,2023,8,121,0,319
1844,Jujuy,NOA,2023,9,196,0,319
1845,Jujuy,NOA,2023,10,78,0,319
1846,Jujuy,NOA,2023,11,111,0,319
1847,Jujuy,NOA,2023,12,79,0,319
1848,La Pampa,Pampeana,2023,1,417,0,70
1849,La Pampa,Pampeana,2023,2,532,0,70
1850,La Pampa,Pampeana,2023,3,287,0,70
1851,La Pampa,Pampeana,2023,4,68,0,70
1852,La Pampa,Pampeana,2023,5,139,0,70
1853,La Pampa,Pampeana,2023,6,58,0,70
1854,La Pampa,Pampeana,2023,7,34,0,70
1855,La Pampa,Pampeana,2023,8,428,0,70
1856,La Pampa,Pampeana,2023,9,234,0,70
1857,La Pampa,Pampeana,2023,10,258,0,70
1858,La Pampa,Pampeana,2023,11,266,0,70
1859,La Pampa,Pampeana,2023,12,290,0,70
1860,La Rioja,Centro,2023,1,112,0,11
1861,La Rioja,Centro,2023,2,19,0,11
1862,La Rioja,Centro,2023,3,41,0,11
1863,La Rioja,Centro,2023,4,36,0,11
1864,La Rioja,Centro,2023,5,50,0,11
1865,La Rioja,Centro,2023,6,54,0,11
1866,La Rioja,Centro,2023,7,67,0,11
1867,La Rioja,Centro,2023,8,110,0,11
1868,La Rioja,Centro,2023,9,161,0,11
1869,La Rioja,Centro,2023,10,97,0,11
1870,La Rioja,Centro,2023,11,608,0,11
1871,La Rioja,Centro,2023,12,48,0,11
1872,Mendoza,Pampeana,2023,1,654,0,76
1873,Mendoza,Pampeana,2023,2,283,0,76
1874,Mendoza,Pampeana,2023,3,97,0,76
1875,Mendoza,Pampeana,2023,4,64,0,76
1876,Mendoza,Pampeana,2023,5,86,0,76
1877,Mendoza,Pampeana,2023,6,142,0,76
1878,Mendoza,Pampeana,2023,7,153,0,76
1879,Mendoza,Pampeana,2023,8,341,0,76
1880,Mendoza,Pampeana,2023,9,270,0,76
1881,Mendoza,Pampeana,2023,10,344,0,76
1882,Mendoza,Pampeana,2023,11,129,0,76
1883,Mendoza,Pampeana,2023,12,132,0,76
1884,Misiones,NEA,2023,1,166,0,12
1885,Misiones,NEA,2023,2,156,0,12
1886,Misiones,NEA,2023,3,237,0,12
1887,Misiones,NEA,2023,4,253,0,12
1888,Misiones,NEA,2023,5,429,0,12
1889,Misiones,NEA,2023,6,419,0,12
1890,Misiones,NEA,2023,7,570,0,12
1891,Misiones,NEA,2023,8,1227,0,12
1892,Misiones,NEA,2023,9,230,0,12
1893,Misiones,NEA,2023,10,68,0,12
1894,Misiones,NEA,2023,11,59,0,12
1895,Misiones,NEA,2023,12,60,0,12
1896,Neuquén,Pampeana,2023,1,537,0,27
1897,Neuquén,Pampeana,2023,2,531,0,27
1898,Neuquén,Pampeana,2023,3,465,0,27
1899,Neuquén,Pampeana,2023,4,299,0,27
1900,Neuquén,Pampeana,2023,5,406,0,27
1901,Neuquén,Pampeana,2023,6,225,0,27
1902,Neuquén,Pampeana,2023,7,222,0,27
1903,Neuquén,Pampeana,2023,8,323,0,27
1904,Neuquén,Pampeana,2023,9,303,0,27
1905,Neuquén,Pampeana,2023,10,450,0,27
1906,Neuquén,Pampeana,2023,11,465,0,27
1907,Neuquén,Pampeana,2023,12,708,0,27
1908,Río Negro,Pampeana,2023,1,655,0,281
1909,Río Negro,Pampeana,2023,2,177,0,281
1910,Río Negro,Pampeana,2023,3,450,0,281
1911,Río Negro,Pampeana,2023,4,198,0,281
1912,Río Negro,Pampeana,2023,5,167,0,281
1913,Río Negro,Pampeana,2023,6,117,0,281
1914,Río Negro,Pampeana,2023,7,59,0,281
1915,Río Negro,Pampeana,2023,8,336,0,281
1916,Río Negro,Pampeana,2023,9,166,0,281
1917,Río Negro,Pampeana,2023,10,199,0,281
1918,Río Negro,Pampeana,2023,11,103,0,281
1919,Río Negro,Pampeana,2023,12,242,0,281
1920,Salta,NOA,2023,1,268,0,130
1921,Salta,NOA,2023,2,221,0,130
1922,Salta,NOA,2023,3,70,0,130
1923,Salta,NOA,2023,4,48,0,130
1924,Salta,NOA,2023,5,37,0,130
1925,Salta,NOA,2023,6,64,0,130
1926,Salta,NOA,2023,7,282,0,130
1927,Salta,NOA,2023,8,1016,0,130
1928,Salta,NOA,2023,9,1330,0,130
1929,Salta,NOA,2023,10,1954,0,130
1930,Salta,NOA,2023,11,1041,0,130
1931,Salta,NOA,2023,12,258,0,130
1932,San Juan,Centro,2023,1,44,0,22
1933,San Juan,Centro,2023,2,28,0,22
1934,San Juan,Centro,2023,3,36,0,22
1935,San Juan,Centro,2023,4,27,0,22
1936,San Juan,Centro,2023,5,32,0,22
1937,San Juan,Centro,2023,6,34,0,22
1938,San Juan,Centro,2023,7,57,0,22
1939,San Juan,Centro,2023,8,225,0,22
1940,San Juan,Centro,2023,9,127,0,22
1941,San Juan,Centro,2023,10,165,0,22
1942,San Juan,Centro,2023,11,283,0,22
1943,San Juan,Centro,2023,12,165,0,22
1944,San Luis,Centro,2023,1,894,0,64
1945,San Luis,Centro,2023,2,40,0,64
1946,San Luis,Centro,2023,3,217,0,64
1947,San Luis,Centro,2023,4,26,0,64
1948,San Luis,Centro,2023,5,42,0,64
1949,San Luis,Centro,2023,6,31,0,64
1950,San Luis,Centro,2023,7,30,0,64
1951,San Luis,Centro,2023,8,709,0,64
1952,San Luis,Centro,2023,9,313,0,64
1953,San Luis,Centro,2023,10,943,0,64
1954,San Luis,Centro,2023,11,304,0,64
1955,San Luis,Centro,2023,12,77,0,64
1956,Santa Cruz,Pampeana,2023,1,20,0,12
1957,Santa Cruz,Pampeana,2023,2,28,0,12
1958,Santa Cruz,Pampeana,2023,3,27,0,12
1959,Santa Cruz,Pampeana,2023,4,21,0,12
1960,Santa Cruz,Pampeana,2023,5,43,0,12
1961,Santa Cruz,Pampeana,2023,6,3,0,12
1962,Santa Cruz,Pampeana,2023,7,9,0,12
1963,Santa Cruz,Pampeana,2023,8,4,0,12
1964,Santa Cruz,Pampeana,2023,9,5,0,12
1965,Santa Cruz,Pampeana,2023,10,13,0,12
1966,Santa Cruz,Pampeana,2023,11,8,0,12
1967,Santa Cruz,Pampeana,2023,12,33,0,12
1968,Santa Fe,,2023,1,1444,0,26
1969,Santa Fe,,2023,2,1173,0,26
1970,Santa Fe,,2023,3,876,0,26
1971,Santa Fe,,2023,4,768,0,26
1972,Santa Fe,,2023,5,850,0,26
1973,Santa Fe,,2023,6,813,0,26
1974,Santa Fe,,2023,7,1409,0,26
1975,Santa Fe,,2023,8,4465,0,26
1976,Santa Fe,,2023,9,1922,0,26
1977,Santa Fe,,2023,10,1833,0,26
1978,Santa Fe,,2023,11,723,0,26
1979,Santa Fe,,2023,12,342,0,26
1980,Santiago del Estero,,2023,1,438,0,34
1981,Santiago del Estero,,2023,2,168,0,34
1982,Santiago del Estero,,2023,3,273,0,34
1983,Santiago del Estero,,2023,4,107,0,34
1984,Santiago del Estero,,2023,5,213,0,34
1985,Santiago del Estero,,2023,6,269,0,34
1986,Santiago del Estero,,2023,7,1137,0,34
1987,Santiago del Estero,,2023,8,2756,0,34
1988,Santiago del Estero,,2023,9,1971,0,34
1989,Santiago del Estero,,2023,10,1693,0,34
1990,Santiago del Estero,,2023,11,477,0,34
1991,Santiago del Estero,,2023,12,209,0,34
1992,Tierra del Fuego,,2023,1,7,0,12
1993,Tierra del Fuego,,2023,2,5,0,12
1994,Tierra del Fuego,,2023,3,3,0,12
1995,Tierra del Fuego,,2023,4,7,0,12
1996,Tierra del Fuego,,2023,5,13,0,12
1997,Tierra del Fuego,,2023,6,5,0,12
1998,Tierra del Fuego,,2023,7,4,0,12
1999,Tierra del Fuego,,2023,8,4,0,12
2000,Tierra del Fuego,,2023,9,2,0,12
2001,Tierra del Fuego,,2023,10,1,0,12
2002,Tierra del Fuego,,2023,11,1,0,12
2003,Tierra del Fuego,,2023,12,4,0,12
2004,Tucumán,NOA,2023,1,63,0,392
2005,Tucumán,NOA,2023,2,28,0,392
2006,Tucumán,NOA,2023,3,30,0,392
2007,Tucumán,NOA,2023,4,10,0,392
2008,Tucumán,NOA,2023,5,33,0,392
2009,Tucumán,NOA,2023,6,150,0,392
2010,Tucumán,NOA,2023,7,248,0,392
2011,Tucumán,NOA,2023,8,803,0,392
2012,Tucumán,NOA,2023,9,468,0,392
2013,Tucumán,NOA,2023,10,618,0,392
2014,Tucumán,NOA,2023,11,191,0,392
2015,Tucumán,NOA,2023,12,8,0,392
2016,Buenos Aires,Pampeana,2024,1,573,0,6
2017,Buenos Aires,Pampeana,2024,2,594,0,6
2018,Buenos Aires,Pampeana,2024,3,371,0,6
2019,Buenos Aires,Pampeana,2024,4,270,0,6
2020,Buenos Aires,Pampeana,2024,5,227,0,6
2021,Buenos Aires,Pampeana,2024,6,222,0,6
2022,Buenos Aires,Pampeana,2024,7,615,0,6
2023,Buenos Aires,Pampeana,2024,8,611,0,6
2024,Buenos Aires,Pampeana,2024,9,758,0,6
2025,Buenos Aires,Pampeana,2024,10,672,0,6
2026,Buenos Aires,Pampeana,2024,11,374,0,6
2027,Buenos Aires,Pampeana,2024,12,564,0,6
2028,Catamarca,NOA,2024,1,30,0,197
2029,Catamarca,NOA,2024,2,12,0,197
2030,Catamarca,NOA,2024,3,12,0,197
2031,Catamarca,NOA,2024,4,58,0,197
2032,Catamarca,NOA,2024,5,18,0,197
2033,Catamarca,NOA,2024,6,22,0,197
2034,Catamarca,NOA,2024,7,85,0,197
2035,Catamarca,NOA,2024,8,119,0,197
2036,Catamarca,NOA,2024,9,263,0,197
2037,Catamarca,NOA,2024,10,71,0,197
2038,Catamarca,NOA,2024,11,44,0,197
2039,Catamarca,NOA,2024,12,36,0,197
2040,Chaco,Norte,2024,1,362,0,s/d
2041,Chaco,Norte,2024,2,547,0,s/d
2042,Chaco,Norte,2024,3,922,0,s/d
2043,Chaco,Norte,2024,4,131,0,s/d
2044,Chaco,Norte,2024,5,318,0,s/d
2045,Chaco,Norte,2024,6,917,0,s/d
2046,Chaco,Norte,2024,7,2029,0,s/d
2047,Chaco,Norte,2024,8,5038,0,s/d
2048,Chaco,Norte,2024,9,4451,0,s/d
2049,Chaco,Norte,2024,10,1783,0,s/d
2050,Chaco,Norte,2024,11,674,0,s/d
2051,Chaco,Norte,2024,12,374,0,s/d
2052,Chubut,Pampeana,2024,1,414,0,69
2053,Chubut,Pampeana,2024,2,399,0,69
2054,Chubut,Pampeana,2024,3,13,0,69
2055,Chubut,Pampeana,2024,4,11,0,69
2056,Chubut,Pampeana,2024,5,1,0,69
2057,Chubut,Pampeana,2024,6,1,0,69
2058,Chubut,Pampeana,2024,7,4,0,69
2059,Chubut,Pampeana,2024,8,7,0,69
2060,Chubut,Pampeana,2024,9,2,0,69
2061,Chubut,Pampeana,2024,10,25,0,69
2062,Chubut,Pampeana,2024,11,2,0,69
2063,Chubut,Pampeana,2024,12,2,0,69
2064,CABA,Pampeana,2024,1,0,0,s/d
2065,CABA,Pampeana,2024,2,0,0,s/d
2066,CABA,Pampeana,2024,3,0,0,s/d
2067,CABA,Pampeana,2024,4,0,0,s/d
2068,CABA,Pampeana,2024,5,0,0,s/d
2069,CABA,Pampeana,2024,6,0,0,s/d
2070,CABA,Pampeana,2024,7,0,0,s/d
2071,CABA,Pampeana,2024,8,0,0,s/d
2072,CABA,Pampeana,2024,9,0,0,s/d
2073,CABA,Pampeana,2024,10,0,0,s/d
2074,CABA,Pampeana,2024,11,0,0,s/d
2075,CABA,Pampeana,2024,12,0,0,s/d
2076,Corrientes,NEA,2024,1,139,0,773
2077,Corrientes,NEA,2024,2,344,0,773
2078,Corrientes,NEA,2024,3,596,0,773
2079,Corrientes,NEA,2024,4,269,0,773
2080,Corrientes,NEA,2024,5,303,0,773
2081,Corrientes,NEA,2024,6,1313,0,773
2082,Corrientes,NEA,2024,7,2754,0,773
2083,Corrientes,NEA,2024,8,3890,0,773
2084,Corrientes,NEA,2024,9,2740,0,773
2085,Corrientes,NEA,2024,10,992,0,773
2086,Corrientes,NEA,2024,11,414,0,773
2087,Corrientes,NEA,2024,12,339,0,773
2088,Córdoba,Centro,2024,1,84,0,52
2089,Córdoba,Centro,2024,2,66,0,52
2090,Córdoba,Centro,2024,3,39,0,52
2091,Córdoba,Centro,2024,4,57,0,52
2092,Córdoba,Centro,2024,5,32,0,52
2093,Córdoba,Centro,2024,6,48,0,52
2094,Córdoba,Centro,2024,7,397,0,52
2095,Córdoba,Centro,2024,8,375,0,52
2096,Córdoba,Centro,2024,9,4076,0,52
2097,Córdoba,Centro,2024,10,923,0,52
2098,Córdoba,Centro,2024,11,237,0,52
2099,Córdoba,Centro,2024,12,166,0,52
2100,Entre Ríos,NEA,2024,1,76,0,5
2101,Entre Ríos,NEA,2024,2,112,0,5
2102,Entre Ríos,NEA,2024,3,136,0,5
2103,Entre Ríos,NEA,2024,4,35,0,5
2104,Entre Ríos,NEA,2024,5,105,0,5
2105,Entre Ríos,NEA,2024,6,193,0,5
2106,Entre Ríos,NEA,2024,7,573,0,5
2107,Entre Ríos,NEA,2024,8,643,0,5
2108,Entre Ríos,NEA,2024,9,807,0,5
2109,Entre Ríos,NEA,2024,10,321,0,5
2110,Entre Ríos,NEA,2024,11,109,0,5
2111,Entre Ríos,NEA,2024,12,125,0,5
2112,Formosa,Norte,2024,1,1182,0,10
2113,Formosa,Norte,2024,2,1882,0,10
2114,Formosa,Norte,2024,3,5795,0,10
2115,Formosa,Norte,2024,4,299,0,10
2116,Formosa,Norte,2024,5,76,0,10
2117,Formosa,Norte,2024,6,862,0,10
2118,Formosa,Norte,2024,7,1153,0,10
2119,Formosa,Norte,2024,8,3217,0,10
